gene_id	gene_name	tissue	median_expression	tissue_type	gene_chr	gene_annotation	gene_start	gene_end	gene_strand	gene_type	gene_status
ENSG00000201221.1	RNU4-40P	Muscle	0	Muscle	20	ENSEMBL	34475581	34475723	+	snRNA	KNOWN
ENSG00000201221.1	RNU4-40P	Adipose	0	Adipose.Tissue	20	ENSEMBL	34475581	34475723	+	snRNA	KNOWN
ENSG00000201221.1	RNU4-40P	Liver	0	Liver	20	ENSEMBL	34475581	34475723	+	snRNA	KNOWN
ENSG00000201221.1	RNU4-40P	Brain	0	Brain	20	ENSEMBL	34475581	34475723	+	snRNA	KNOWN
ENSG00000201221.1	RNU4-40P	Stomach	0	Stomach	20	ENSEMBL	34475581	34475723	+	snRNA	KNOWN
ENSG00000201221.1	RNU4-40P	Testis	0	Testis	20	ENSEMBL	34475581	34475723	+	snRNA	KNOWN
ENSG00000201221.1	RNU4-40P	Lymphocytes	0	Blood	20	ENSEMBL	34475581	34475723	+	snRNA	KNOWN
ENSG00000201221.1	RNU4-40P	Lung	0	Lung	20	ENSEMBL	34475581	34475723	+	snRNA	KNOWN
ENSG00000149639.10	SOGA1	Adipose	12.88	Adipose.Tissue	20	HAVANA	35405845	35492089	-	protein_coding	KNOWN
ENSG00000149639.10	SOGA1	Muscle	1.7365	Muscle	20	HAVANA	35405845	35492089	-	protein_coding	KNOWN
ENSG00000149639.10	SOGA1	Lung	12.94	Lung	20	HAVANA	35405845	35492089	-	protein_coding	KNOWN
ENSG00000149639.10	SOGA1	Liver	0.5493	Liver	20	HAVANA	35405845	35492089	-	protein_coding	KNOWN
ENSG00000149639.10	SOGA1	Brain	9.558	Brain	20	HAVANA	35405845	35492089	-	protein_coding	KNOWN
ENSG00000149639.10	SOGA1	Lymphocytes	8.076	Blood	20	HAVANA	35405845	35492089	-	protein_coding	KNOWN
ENSG00000149639.10	SOGA1	Testis	17.72	Testis	20	HAVANA	35405845	35492089	-	protein_coding	KNOWN
ENSG00000149639.10	SOGA1	Stomach	6.1555	Stomach	20	HAVANA	35405845	35492089	-	protein_coding	KNOWN
ENSG00000199683.1	RN7SKP185	Testis	0	Testis	20	ENSEMBL	36603558	36603883	-	misc_RNA	KNOWN
ENSG00000199683.1	RN7SKP185	Muscle	0	Muscle	20	ENSEMBL	36603558	36603883	-	misc_RNA	KNOWN
ENSG00000199683.1	RN7SKP185	Liver	0	Liver	20	ENSEMBL	36603558	36603883	-	misc_RNA	KNOWN
ENSG00000199683.1	RN7SKP185	Adipose	0	Adipose.Tissue	20	ENSEMBL	36603558	36603883	-	misc_RNA	KNOWN
ENSG00000199683.1	RN7SKP185	Stomach	0	Stomach	20	ENSEMBL	36603558	36603883	-	misc_RNA	KNOWN
ENSG00000199683.1	RN7SKP185	Lymphocytes	0	Blood	20	ENSEMBL	36603558	36603883	-	misc_RNA	KNOWN
ENSG00000199683.1	RN7SKP185	Brain	0	Brain	20	ENSEMBL	36603558	36603883	-	misc_RNA	KNOWN
ENSG00000199683.1	RN7SKP185	Lung	0	Lung	20	ENSEMBL	36603558	36603883	-	misc_RNA	KNOWN
ENSG00000129988.5	LBP	Liver	802.2	Liver	20	HAVANA	36974759	37005665	+	protein_coding	KNOWN
ENSG00000129988.5	LBP	Muscle	6.6905	Muscle	20	HAVANA	36974759	37005665	+	protein_coding	KNOWN
ENSG00000129988.5	LBP	Lung	0.645	Lung	20	HAVANA	36974759	37005665	+	protein_coding	KNOWN
ENSG00000129988.5	LBP	Stomach	0.1613	Stomach	20	HAVANA	36974759	37005665	+	protein_coding	KNOWN
ENSG00000129988.5	LBP	Testis	1.821	Testis	20	HAVANA	36974759	37005665	+	protein_coding	KNOWN
ENSG00000129988.5	LBP	Brain	0.05292	Brain	20	HAVANA	36974759	37005665	+	protein_coding	KNOWN
ENSG00000129988.5	LBP	Lymphocytes	0.047275	Blood	20	HAVANA	36974759	37005665	+	protein_coding	KNOWN
ENSG00000129988.5	LBP	Adipose	10.014	Adipose.Tissue	20	HAVANA	36974759	37005665	+	protein_coding	KNOWN
ENSG00000225091.3	SNORA71A	Muscle	0	Muscle	20	ENSEMBL	37055952	37056085	-	snoRNA	KNOWN
ENSG00000225091.3	SNORA71A	Brain	0	Brain	20	ENSEMBL	37055952	37056085	-	snoRNA	KNOWN
ENSG00000225091.3	SNORA71A	Adipose	1.084	Adipose.Tissue	20	ENSEMBL	37055952	37056085	-	snoRNA	KNOWN
ENSG00000225091.3	SNORA71A	Stomach	0.4209	Stomach	20	ENSEMBL	37055952	37056085	-	snoRNA	KNOWN
ENSG00000225091.3	SNORA71A	Liver	0.3393	Liver	20	ENSEMBL	37055952	37056085	-	snoRNA	KNOWN
ENSG00000225091.3	SNORA71A	Lung	1.218	Lung	20	ENSEMBL	37055952	37056085	-	snoRNA	KNOWN
ENSG00000225091.3	SNORA71A	Testis	0.6403	Testis	20	ENSEMBL	37055952	37056085	-	snoRNA	KNOWN
ENSG00000225091.3	SNORA71A	Lymphocytes	1.4755	Blood	20	ENSEMBL	37055952	37056085	-	snoRNA	KNOWN
ENSG00000199266.1	SNORA60	Muscle	0.1918	Muscle	20	ENSEMBL	37078013	37078146	+	snoRNA	KNOWN
ENSG00000199266.1	SNORA60	Liver	0.7716	Liver	20	ENSEMBL	37078013	37078146	+	snoRNA	KNOWN
ENSG00000199266.1	SNORA60	Testis	2.14	Testis	20	ENSEMBL	37078013	37078146	+	snoRNA	KNOWN
ENSG00000199266.1	SNORA60	Adipose	1.4045	Adipose.Tissue	20	ENSEMBL	37078013	37078146	+	snoRNA	KNOWN
ENSG00000199266.1	SNORA60	Lymphocytes	1.4385	Blood	20	ENSEMBL	37078013	37078146	+	snoRNA	KNOWN
ENSG00000199266.1	SNORA60	Stomach	1.00485	Stomach	20	ENSEMBL	37078013	37078146	+	snoRNA	KNOWN
ENSG00000199266.1	SNORA60	Brain	0.9944	Brain	20	ENSEMBL	37078013	37078146	+	snoRNA	KNOWN
ENSG00000199266.1	SNORA60	Lung	1.094	Lung	20	ENSEMBL	37078013	37078146	+	snoRNA	KNOWN
ENSG00000213959.2	RP5-1100H13.3	Adipose	0	Adipose.Tissue	20	HAVANA	37243556	37244119	-	pseudogene	KNOWN
ENSG00000213959.2	RP5-1100H13.3	Brain	0	Brain	20	HAVANA	37243556	37244119	-	pseudogene	KNOWN
ENSG00000213959.2	RP5-1100H13.3	Stomach	0	Stomach	20	HAVANA	37243556	37244119	-	pseudogene	KNOWN
ENSG00000213959.2	RP5-1100H13.3	Testis	0	Testis	20	HAVANA	37243556	37244119	-	pseudogene	KNOWN
ENSG00000213959.2	RP5-1100H13.3	Muscle	0	Muscle	20	HAVANA	37243556	37244119	-	pseudogene	KNOWN
ENSG00000213959.2	RP5-1100H13.3	Lung	0	Lung	20	HAVANA	37243556	37244119	-	pseudogene	KNOWN
ENSG00000213959.2	RP5-1100H13.3	Lymphocytes	0	Blood	20	HAVANA	37243556	37244119	-	pseudogene	KNOWN
ENSG00000213959.2	RP5-1100H13.3	Liver	0	Liver	20	HAVANA	37243556	37244119	-	pseudogene	KNOWN
ENSG00000233508.1	RP1-269M15.3	Liver	0	Liver	20	HAVANA	41818862	41830011	+	antisense	NOVEL
ENSG00000233508.1	RP1-269M15.3	Adipose	0	Adipose.Tissue	20	HAVANA	41818862	41830011	+	antisense	NOVEL
ENSG00000233508.1	RP1-269M15.3	Muscle	0	Muscle	20	HAVANA	41818862	41830011	+	antisense	NOVEL
ENSG00000233508.1	RP1-269M15.3	Lymphocytes	0	Blood	20	HAVANA	41818862	41830011	+	antisense	NOVEL
ENSG00000233508.1	RP1-269M15.3	Lung	0	Lung	20	HAVANA	41818862	41830011	+	antisense	NOVEL
ENSG00000233508.1	RP1-269M15.3	Brain	5.0585	Brain	20	HAVANA	41818862	41830011	+	antisense	NOVEL
ENSG00000233508.1	RP1-269M15.3	Stomach	0	Stomach	20	HAVANA	41818862	41830011	+	antisense	NOVEL
ENSG00000233508.1	RP1-269M15.3	Testis	0.3698	Testis	20	HAVANA	41818862	41830011	+	antisense	NOVEL
ENSG00000124193.10	SRSF6	Lung	117.2	Lung	20	HAVANA	42086568	42092245	+	protein_coding	KNOWN
ENSG00000124193.10	SRSF6	Liver	81.48	Liver	20	HAVANA	42086568	42092245	+	protein_coding	KNOWN
ENSG00000124193.10	SRSF6	Stomach	105.05	Stomach	20	HAVANA	42086568	42092245	+	protein_coding	KNOWN
ENSG00000124193.10	SRSF6	Muscle	29.845	Muscle	20	HAVANA	42086568	42092245	+	protein_coding	KNOWN
ENSG00000124193.10	SRSF6	Brain	40.07	Brain	20	HAVANA	42086568	42092245	+	protein_coding	KNOWN
ENSG00000124193.10	SRSF6	Testis	117.6	Testis	20	HAVANA	42086568	42092245	+	protein_coding	KNOWN
ENSG00000124193.10	SRSF6	Lymphocytes	118.3	Blood	20	HAVANA	42086568	42092245	+	protein_coding	KNOWN
ENSG00000124193.10	SRSF6	Adipose	104	Adipose.Tissue	20	HAVANA	42086568	42092245	+	protein_coding	KNOWN
ENSG00000206801.1	RNU6-639P	Muscle	0	Muscle	20	ENSEMBL	42425077	42425183	-	snRNA	KNOWN
ENSG00000206801.1	RNU6-639P	Liver	0	Liver	20	ENSEMBL	42425077	42425183	-	snRNA	KNOWN
ENSG00000206801.1	RNU6-639P	Lung	0	Lung	20	ENSEMBL	42425077	42425183	-	snRNA	KNOWN
ENSG00000206801.1	RNU6-639P	Adipose	0	Adipose.Tissue	20	ENSEMBL	42425077	42425183	-	snRNA	KNOWN
ENSG00000206801.1	RNU6-639P	Brain	0	Brain	20	ENSEMBL	42425077	42425183	-	snRNA	KNOWN
ENSG00000206801.1	RNU6-639P	Testis	0	Testis	20	ENSEMBL	42425077	42425183	-	snRNA	KNOWN
ENSG00000206801.1	RNU6-639P	Lymphocytes	0	Blood	20	ENSEMBL	42425077	42425183	-	snRNA	KNOWN
ENSG00000206801.1	RNU6-639P	Stomach	0	Stomach	20	ENSEMBL	42425077	42425183	-	snRNA	KNOWN
ENSG00000124191.13	TOX2	Muscle	0.517	Muscle	20	HAVANA	42543504	42698256	+	protein_coding	KNOWN
ENSG00000124191.13	TOX2	Lung	38.49	Lung	20	HAVANA	42543504	42698256	+	protein_coding	KNOWN
ENSG00000124191.13	TOX2	Testis	26.26	Testis	20	HAVANA	42543504	42698256	+	protein_coding	KNOWN
ENSG00000124191.13	TOX2	Liver	1.539	Liver	20	HAVANA	42543504	42698256	+	protein_coding	KNOWN
ENSG00000124191.13	TOX2	Brain	13.39	Brain	20	HAVANA	42543504	42698256	+	protein_coding	KNOWN
ENSG00000124191.13	TOX2	Adipose	9.5095	Adipose.Tissue	20	HAVANA	42543504	42698256	+	protein_coding	KNOWN
ENSG00000124191.13	TOX2	Lymphocytes	26.885	Blood	20	HAVANA	42543504	42698256	+	protein_coding	KNOWN
ENSG00000124191.13	TOX2	Stomach	5.9525	Stomach	20	HAVANA	42543504	42698256	+	protein_coding	KNOWN
ENSG00000223891.1	OSER1-AS1	Brain	16.88	Brain	20	HAVANA	42839600	42854667	+	lincRNA	NOVEL
ENSG00000223891.1	OSER1-AS1	Lymphocytes	2.99	Blood	20	HAVANA	42839600	42854667	+	lincRNA	NOVEL
ENSG00000223891.1	OSER1-AS1	Liver	4.716	Liver	20	HAVANA	42839600	42854667	+	lincRNA	NOVEL
ENSG00000223891.1	OSER1-AS1	Muscle	5.168	Muscle	20	HAVANA	42839600	42854667	+	lincRNA	NOVEL
ENSG00000223891.1	OSER1-AS1	Lung	6.551	Lung	20	HAVANA	42839600	42854667	+	lincRNA	NOVEL
ENSG00000223891.1	OSER1-AS1	Stomach	7.135	Stomach	20	HAVANA	42839600	42854667	+	lincRNA	NOVEL
ENSG00000223891.1	OSER1-AS1	Adipose	10.135	Adipose.Tissue	20	HAVANA	42839600	42854667	+	lincRNA	NOVEL
ENSG00000223891.1	OSER1-AS1	Testis	20.28	Testis	20	HAVANA	42839600	42854667	+	lincRNA	NOVEL
ENSG00000244558.1	RP11-445H22.4	Muscle	0.03983	Muscle	20	HAVANA	43323533	43367575	-	antisense	NOVEL
ENSG00000244558.1	RP11-445H22.4	Lung	0.5543	Lung	20	HAVANA	43323533	43367575	-	antisense	NOVEL
ENSG00000244558.1	RP11-445H22.4	Liver	0	Liver	20	HAVANA	43323533	43367575	-	antisense	NOVEL
ENSG00000244558.1	RP11-445H22.4	Brain	2.4935	Brain	20	HAVANA	43323533	43367575	-	antisense	NOVEL
ENSG00000244558.1	RP11-445H22.4	Adipose	1.1855	Adipose.Tissue	20	HAVANA	43323533	43367575	-	antisense	NOVEL
ENSG00000244558.1	RP11-445H22.4	Stomach	0.27285	Stomach	20	HAVANA	43323533	43367575	-	antisense	NOVEL
ENSG00000244558.1	RP11-445H22.4	Lymphocytes	0.10275	Blood	20	HAVANA	43323533	43367575	-	antisense	NOVEL
ENSG00000244558.1	RP11-445H22.4	Testis	1.24	Testis	20	HAVANA	43323533	43367575	-	antisense	NOVEL
ENSG00000064205.6	WISP2	Adipose	190.7	Adipose.Tissue	20	HAVANA	43343485	43357150	+	protein_coding	KNOWN
ENSG00000064205.6	WISP2	Lung	76.95	Lung	20	HAVANA	43343485	43357150	+	protein_coding	KNOWN
ENSG00000064205.6	WISP2	Muscle	6.7245	Muscle	20	HAVANA	43343485	43357150	+	protein_coding	KNOWN
ENSG00000064205.6	WISP2	Lymphocytes	0.17935	Blood	20	HAVANA	43343485	43357150	+	protein_coding	KNOWN
ENSG00000064205.6	WISP2	Liver	0.7863	Liver	20	HAVANA	43343485	43357150	+	protein_coding	KNOWN
ENSG00000064205.6	WISP2	Testis	20.58	Testis	20	HAVANA	43343485	43357150	+	protein_coding	KNOWN
ENSG00000064205.6	WISP2	Stomach	2.7885	Stomach	20	HAVANA	43343485	43357150	+	protein_coding	KNOWN
ENSG00000064205.6	WISP2	Brain	0.5515	Brain	20	HAVANA	43343485	43357150	+	protein_coding	KNOWN
ENSG00000227477.1	STK4-AS1	Lymphocytes	0.23995	Blood	20	HAVANA	43592435	43595043	-	lincRNA	NOVEL
ENSG00000227477.1	STK4-AS1	Liver	0.2112	Liver	20	HAVANA	43592435	43595043	-	lincRNA	NOVEL
ENSG00000227477.1	STK4-AS1	Lung	0.1227	Lung	20	HAVANA	43592435	43595043	-	lincRNA	NOVEL
ENSG00000227477.1	STK4-AS1	Muscle	0.071135	Muscle	20	HAVANA	43592435	43595043	-	lincRNA	NOVEL
ENSG00000227477.1	STK4-AS1	Stomach	0.1548	Stomach	20	HAVANA	43592435	43595043	-	lincRNA	NOVEL
ENSG00000227477.1	STK4-AS1	Adipose	0.1982	Adipose.Tissue	20	HAVANA	43592435	43595043	-	lincRNA	NOVEL
ENSG00000227477.1	STK4-AS1	Brain	0.1012	Brain	20	HAVANA	43592435	43595043	-	lincRNA	NOVEL
ENSG00000227477.1	STK4-AS1	Testis	7.118	Testis	20	HAVANA	43592435	43595043	-	lincRNA	NOVEL
ENSG00000237068.1	RPL5P2	Lung	0	Lung	20	HAVANA	44119458	44120311	-	pseudogene	KNOWN
ENSG00000237068.1	RPL5P2	Brain	0	Brain	20	HAVANA	44119458	44120311	-	pseudogene	KNOWN
ENSG00000237068.1	RPL5P2	Adipose	0	Adipose.Tissue	20	HAVANA	44119458	44120311	-	pseudogene	KNOWN
ENSG00000237068.1	RPL5P2	Liver	0	Liver	20	HAVANA	44119458	44120311	-	pseudogene	KNOWN
ENSG00000237068.1	RPL5P2	Testis	0.2496	Testis	20	HAVANA	44119458	44120311	-	pseudogene	KNOWN
ENSG00000237068.1	RPL5P2	Muscle	0	Muscle	20	HAVANA	44119458	44120311	-	pseudogene	KNOWN
ENSG00000237068.1	RPL5P2	Stomach	0	Stomach	20	HAVANA	44119458	44120311	-	pseudogene	KNOWN
ENSG00000237068.1	RPL5P2	Lymphocytes	0	Blood	20	HAVANA	44119458	44120311	-	pseudogene	KNOWN
ENSG00000232135.1	RP3-461P17.6	Lung	0	Lung	20	HAVANA	44165435	44165653	-	pseudogene	KNOWN
ENSG00000232135.1	RP3-461P17.6	Adipose	0	Adipose.Tissue	20	HAVANA	44165435	44165653	-	pseudogene	KNOWN
ENSG00000232135.1	RP3-461P17.6	Muscle	0	Muscle	20	HAVANA	44165435	44165653	-	pseudogene	KNOWN
ENSG00000232135.1	RP3-461P17.6	Stomach	0	Stomach	20	HAVANA	44165435	44165653	-	pseudogene	KNOWN
ENSG00000232135.1	RP3-461P17.6	Liver	0	Liver	20	HAVANA	44165435	44165653	-	pseudogene	KNOWN
ENSG00000232135.1	RP3-461P17.6	Testis	18.11	Testis	20	HAVANA	44165435	44165653	-	pseudogene	KNOWN
ENSG00000232135.1	RP3-461P17.6	Brain	0	Brain	20	HAVANA	44165435	44165653	-	pseudogene	KNOWN
ENSG00000232135.1	RP3-461P17.6	Lymphocytes	0	Blood	20	HAVANA	44165435	44165653	-	pseudogene	KNOWN
ENSG00000180305.4	WFDC10A	Liver	0	Liver	20	HAVANA	44258165	44259835	+	protein_coding	KNOWN
ENSG00000180305.4	WFDC10A	Adipose	0	Adipose.Tissue	20	HAVANA	44258165	44259835	+	protein_coding	KNOWN
ENSG00000180305.4	WFDC10A	Muscle	0	Muscle	20	HAVANA	44258165	44259835	+	protein_coding	KNOWN
ENSG00000180305.4	WFDC10A	Testis	0.2623	Testis	20	HAVANA	44258165	44259835	+	protein_coding	KNOWN
ENSG00000180305.4	WFDC10A	Stomach	0	Stomach	20	HAVANA	44258165	44259835	+	protein_coding	KNOWN
ENSG00000180305.4	WFDC10A	Lymphocytes	0	Blood	20	HAVANA	44258165	44259835	+	protein_coding	KNOWN
ENSG00000180305.4	WFDC10A	Brain	0.10695	Brain	20	HAVANA	44258165	44259835	+	protein_coding	KNOWN
ENSG00000180305.4	WFDC10A	Lung	0	Lung	20	HAVANA	44258165	44259835	+	protein_coding	KNOWN
ENSG00000182931.5	WFDC10B	Brain	0.089185	Brain	20	HAVANA	44313292	44333658	-	protein_coding	KNOWN
ENSG00000182931.5	WFDC10B	Liver	0	Liver	20	HAVANA	44313292	44333658	-	protein_coding	KNOWN
ENSG00000182931.5	WFDC10B	Testis	7.459	Testis	20	HAVANA	44313292	44333658	-	protein_coding	KNOWN
ENSG00000182931.5	WFDC10B	Adipose	0.2415	Adipose.Tissue	20	HAVANA	44313292	44333658	-	protein_coding	KNOWN
ENSG00000182931.5	WFDC10B	Stomach	0.24145	Stomach	20	HAVANA	44313292	44333658	-	protein_coding	KNOWN
ENSG00000182931.5	WFDC10B	Muscle	0	Muscle	20	HAVANA	44313292	44333658	-	protein_coding	KNOWN
ENSG00000182931.5	WFDC10B	Lymphocytes	0	Blood	20	HAVANA	44313292	44333658	-	protein_coding	KNOWN
ENSG00000182931.5	WFDC10B	Lung	1.181	Lung	20	HAVANA	44313292	44333658	-	protein_coding	KNOWN
ENSG00000266071.1	MIR3617	Liver	0	Liver	20	ENSEMBL	44333741	44333819	-	miRNA	KNOWN
ENSG00000266071.1	MIR3617	Muscle	0	Muscle	20	ENSEMBL	44333741	44333819	-	miRNA	KNOWN
ENSG00000266071.1	MIR3617	Stomach	0	Stomach	20	ENSEMBL	44333741	44333819	-	miRNA	KNOWN
ENSG00000266071.1	MIR3617	Adipose	0	Adipose.Tissue	20	ENSEMBL	44333741	44333819	-	miRNA	KNOWN
ENSG00000266071.1	MIR3617	Lymphocytes	0	Blood	20	ENSEMBL	44333741	44333819	-	miRNA	KNOWN
ENSG00000266071.1	MIR3617	Testis	0	Testis	20	ENSEMBL	44333741	44333819	-	miRNA	KNOWN
ENSG00000266071.1	MIR3617	Lung	0	Lung	20	ENSEMBL	44333741	44333819	-	miRNA	KNOWN
ENSG00000266071.1	MIR3617	Brain	0	Brain	20	ENSEMBL	44333741	44333819	-	miRNA	KNOWN
ENSG00000124257.6	NEURL2	Stomach	3.552	Stomach	20	HAVANA	44517264	44517526	-	protein_coding	KNOWN
ENSG00000124257.6	NEURL2	Muscle	5.7735	Muscle	20	HAVANA	44517264	44517526	-	protein_coding	KNOWN
ENSG00000124257.6	NEURL2	Liver	4.041	Liver	20	HAVANA	44517264	44517526	-	protein_coding	KNOWN
ENSG00000124257.6	NEURL2	Adipose	8.7965	Adipose.Tissue	20	HAVANA	44517264	44517526	-	protein_coding	KNOWN
ENSG00000124257.6	NEURL2	Lung	4.167	Lung	20	HAVANA	44517264	44517526	-	protein_coding	KNOWN
ENSG00000124257.6	NEURL2	Lymphocytes	3.803	Blood	20	HAVANA	44517264	44517526	-	protein_coding	KNOWN
ENSG00000124257.6	NEURL2	Brain	2.36	Brain	20	HAVANA	44517264	44517526	-	protein_coding	KNOWN
ENSG00000124257.6	NEURL2	Testis	4.465	Testis	20	HAVANA	44517264	44517526	-	protein_coding	KNOWN
ENSG00000204044.5	RP11-465L10.10	Adipose	0.043905	Adipose.Tissue	20	HAVANA	44642174	44650712	-	antisense	NOVEL
ENSG00000204044.5	RP11-465L10.10	Brain	0.31575	Brain	20	HAVANA	44642174	44650712	-	antisense	NOVEL
ENSG00000204044.5	RP11-465L10.10	Muscle	0	Muscle	20	HAVANA	44642174	44650712	-	antisense	NOVEL
ENSG00000204044.5	RP11-465L10.10	Stomach	0.02575	Stomach	20	HAVANA	44642174	44650712	-	antisense	NOVEL
ENSG00000204044.5	RP11-465L10.10	Lung	0.279	Lung	20	HAVANA	44642174	44650712	-	antisense	NOVEL
ENSG00000204044.5	RP11-465L10.10	Liver	0.02741	Liver	20	HAVANA	44642174	44650712	-	antisense	NOVEL
ENSG00000204044.5	RP11-465L10.10	Lymphocytes	0.046755	Blood	20	HAVANA	44642174	44650712	-	antisense	NOVEL
ENSG00000204044.5	RP11-465L10.10	Testis	0.7977	Testis	20	HAVANA	44642174	44650712	-	antisense	NOVEL
ENSG00000203346.1	AL162458.1	Adipose	0	Adipose.Tissue	20	ENSEMBL	44644111	44644231	+	pseudogene	NOVEL
ENSG00000203346.1	AL162458.1	Lung	0	Lung	20	ENSEMBL	44644111	44644231	+	pseudogene	NOVEL
ENSG00000203346.1	AL162458.1	Brain	0	Brain	20	ENSEMBL	44644111	44644231	+	pseudogene	NOVEL
ENSG00000203346.1	AL162458.1	Muscle	0	Muscle	20	ENSEMBL	44644111	44644231	+	pseudogene	NOVEL
ENSG00000203346.1	AL162458.1	Liver	0	Liver	20	ENSEMBL	44644111	44644231	+	pseudogene	NOVEL
ENSG00000203346.1	AL162458.1	Lymphocytes	0	Blood	20	ENSEMBL	44644111	44644231	+	pseudogene	NOVEL
ENSG00000203346.1	AL162458.1	Stomach	0	Stomach	20	ENSEMBL	44644111	44644231	+	pseudogene	NOVEL
ENSG00000203346.1	AL162458.1	Testis	0	Testis	20	ENSEMBL	44644111	44644231	+	pseudogene	NOVEL
ENSG00000229957.1	RP5-998H6.2	Brain	0.09595	Brain	20	HAVANA	44797043	44799876	-	lincRNA	NOVEL
ENSG00000229957.1	RP5-998H6.2	Adipose	0	Adipose.Tissue	20	HAVANA	44797043	44799876	-	lincRNA	NOVEL
ENSG00000229957.1	RP5-998H6.2	Stomach	0	Stomach	20	HAVANA	44797043	44799876	-	lincRNA	NOVEL
ENSG00000229957.1	RP5-998H6.2	Muscle	0	Muscle	20	HAVANA	44797043	44799876	-	lincRNA	NOVEL
ENSG00000229957.1	RP5-998H6.2	Testis	0.288	Testis	20	HAVANA	44797043	44799876	-	lincRNA	NOVEL
ENSG00000229957.1	RP5-998H6.2	Liver	0	Liver	20	HAVANA	44797043	44799876	-	lincRNA	NOVEL
ENSG00000229957.1	RP5-998H6.2	Lymphocytes	0	Blood	20	HAVANA	44797043	44799876	-	lincRNA	NOVEL
ENSG00000229957.1	RP5-998H6.2	Lung	0	Lung	20	HAVANA	44797043	44799876	-	lincRNA	NOVEL
ENSG00000255438.2	CTD-2653D5.1	Muscle	0.020845	Muscle	20	HAVANA	46306645	46315041	+	antisense	NOVEL
ENSG00000255438.2	CTD-2653D5.1	Stomach	0.0386	Stomach	20	HAVANA	46306645	46315041	+	antisense	NOVEL
ENSG00000255438.2	CTD-2653D5.1	Lymphocytes	0	Blood	20	HAVANA	46306645	46315041	+	antisense	NOVEL
ENSG00000255438.2	CTD-2653D5.1	Brain	0.04463	Brain	20	HAVANA	46306645	46315041	+	antisense	NOVEL
ENSG00000255438.2	CTD-2653D5.1	Adipose	0.144	Adipose.Tissue	20	HAVANA	46306645	46315041	+	antisense	NOVEL
ENSG00000255438.2	CTD-2653D5.1	Liver	0.06324	Liver	20	HAVANA	46306645	46315041	+	antisense	NOVEL
ENSG00000255438.2	CTD-2653D5.1	Lung	0.08775	Lung	20	HAVANA	46306645	46315041	+	antisense	NOVEL
ENSG00000255438.2	CTD-2653D5.1	Testis	0.3656	Testis	20	HAVANA	46306645	46315041	+	antisense	NOVEL
ENSG00000231302.1	RPL36P2	Muscle	0	Muscle	20	HAVANA	49237300	49237614	+	pseudogene	KNOWN
ENSG00000231302.1	RPL36P2	Brain	0	Brain	20	HAVANA	49237300	49237614	+	pseudogene	KNOWN
ENSG00000231302.1	RPL36P2	Testis	0	Testis	20	HAVANA	49237300	49237614	+	pseudogene	KNOWN
ENSG00000231302.1	RPL36P2	Liver	0	Liver	20	HAVANA	49237300	49237614	+	pseudogene	KNOWN
ENSG00000231302.1	RPL36P2	Adipose	0	Adipose.Tissue	20	HAVANA	49237300	49237614	+	pseudogene	KNOWN
ENSG00000231302.1	RPL36P2	Stomach	0	Stomach	20	HAVANA	49237300	49237614	+	pseudogene	KNOWN
ENSG00000231302.1	RPL36P2	Lymphocytes	0	Blood	20	HAVANA	49237300	49237614	+	pseudogene	KNOWN
ENSG00000231302.1	RPL36P2	Lung	0	Lung	20	HAVANA	49237300	49237614	+	pseudogene	KNOWN
ENSG00000171940.9	ZNF217	Lung	20.38	Lung	20	HAVANA	52183604	52226446	-	protein_coding	KNOWN
ENSG00000171940.9	ZNF217	Brain	1.4335	Brain	20	HAVANA	52183604	52226446	-	protein_coding	KNOWN
ENSG00000171940.9	ZNF217	Testis	25.73	Testis	20	HAVANA	52183604	52226446	-	protein_coding	KNOWN
ENSG00000171940.9	ZNF217	Muscle	2.248	Muscle	20	HAVANA	52183604	52226446	-	protein_coding	KNOWN
ENSG00000171940.9	ZNF217	Liver	7.712	Liver	20	HAVANA	52183604	52226446	-	protein_coding	KNOWN
ENSG00000171940.9	ZNF217	Stomach	10.68	Stomach	20	HAVANA	52183604	52226446	-	protein_coding	KNOWN
ENSG00000171940.9	ZNF217	Lymphocytes	50.235	Blood	20	HAVANA	52183604	52226446	-	protein_coding	KNOWN
ENSG00000171940.9	ZNF217	Adipose	19.41	Adipose.Tissue	20	HAVANA	52183604	52226446	-	protein_coding	KNOWN
ENSG00000235594.1	RP11-380D15.2	Stomach	0	Stomach	20	HAVANA	54842928	54844287	+	pseudogene	KNOWN
ENSG00000235594.1	RP11-380D15.2	Lymphocytes	0	Blood	20	HAVANA	54842928	54844287	+	pseudogene	KNOWN
ENSG00000235594.1	RP11-380D15.2	Adipose	0	Adipose.Tissue	20	HAVANA	54842928	54844287	+	pseudogene	KNOWN
ENSG00000235594.1	RP11-380D15.2	Testis	0	Testis	20	HAVANA	54842928	54844287	+	pseudogene	KNOWN
ENSG00000235594.1	RP11-380D15.2	Muscle	0	Muscle	20	HAVANA	54842928	54844287	+	pseudogene	KNOWN
ENSG00000235594.1	RP11-380D15.2	Brain	0	Brain	20	HAVANA	54842928	54844287	+	pseudogene	KNOWN
ENSG00000235594.1	RP11-380D15.2	Lung	0	Lung	20	HAVANA	54842928	54844287	+	pseudogene	KNOWN
ENSG00000235594.1	RP11-380D15.2	Liver	0	Liver	20	HAVANA	54842928	54844287	+	pseudogene	KNOWN
